O*NET-SOC Code,Title,Description,Skills,Job Zone,Date,Domain Source
51-6093.00,Upholsterers,"Make, repair, or replace upholstery for household furniture or transportation vehicles.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2016,Analyst
51-7011.00,Cabinetmakers and Bench Carpenters,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
51-7021.00,Furniture Finishers,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2017,Analyst
51-7031.00,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,"Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2024,Analyst
51-7032.00,"Patternmakers, Wood","Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2021,Analyst
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2013,Analyst
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
51-8011.00,Nuclear Power Reactor Operators,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,07/2014,Analyst
51-8012.00,Power Distributors and Dispatchers,"Coordinate, regulate, or distribute electricity or steam.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2024,Analyst
51-8013.00,Power Plant Operators,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2024,Analyst
51-8013.03,Biomass Plant Technicians,Control and monitor biomass plant activities and perform maintenance as needed.,"Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2020,Analyst
51-8013.04,Hydroelectric Plant Technicians,"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance and make necessary adjustments to ensure optimal performance. Perform equipment maintenance and repair as necessary.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2024,Analyst
51-8021.00,Stationary Engineers and Boiler Operators,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2023,Analyst
51-8031.00,Water and Wastewater Treatment Plant and System Operators,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2018,Analyst
51-8091.00,Chemical Plant and System Operators,Control or operate entire chemical processes or system of machines.,"Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
51-8092.00,Gas Plant Operators,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.,"Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
51-8099.01,Biofuels Processing Technicians,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2016,Analyst
51-9011.00,Chemical Equipment Operators and Tenders,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2024,Analyst
51-9022.00,"Grinding and Polishing Workers, Hand","Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
